Fecha,Temporada,Equipo1,Equipo2,Goles1,Goles2
4/01/1987,1986-1987,Racing de Santander,Cádiz,2,1
4/01/1987,1986-1987,Real Sociedad,Athletic Club,2,1
4/01/1987,1986-1987,Zaragoza,Real Madrid,2,2
10/01/1987,1986-1987,Athletic Club,Osasuna,4,1
10/01/1987,1986-1987,Las Palmas,Atlético de Madrid,2,1
11/01/1987,1986-1987,Cádiz,Mallorca,1,0
11/01/1987,1986-1987,Español,Zaragoza,2,0
11/01/1987,1986-1987,Murcia,Sporting de Gijón,2,0
11/01/1987,1986-1987,Real Madrid,Betis,3,0
11/01/1987,1986-1987,Sabadell,Racing de Santander,1,1
11/01/1987,1986-1987,Sevilla,Barcelona,0,0
11/01/1987,1986-1987,Valladolid,Real Sociedad,1,0
17/01/1987,1986-1987,Barcelona,Athletic Club,4,1
18/01/1987,1986-1987,Atlético de Madrid,Cádiz,2,0
18/01/1987,1986-1987,Betis,Español,2,0
18/01/1987,1986-1987,Sporting de Gijón,Las Palmas,1,2
18/01/1987,1986-1987,Mallorca,Sabadell,1,0
18/01/1987,1986-1987,Racing de Santander,Sevilla,2,0
18/01/1987,1986-1987,Real Sociedad,Real Madrid,0,2
18/01/1987,1986-1987,Zaragoza,Murcia,0,0
4/02/1987,1986-1987,Osasuna,Valladolid,1,0
24/01/1987,1986-1987,Las Palmas,Zaragoza,1,1
25/01/1987,1986-1987,Athletic Club,Racing de Santander,1,2
25/01/1987,1986-1987,Español,Real Sociedad,2,2
25/01/1987,1986-1987,Sporting de Gijón,Atlético de Madrid,1,1
25/01/1987,1986-1987,Murcia,Betis,3,0
25/01/1987,1986-1987,Real Madrid,Osasuna,2,1
25/01/1987,1986-1987,Sabadell,Cádiz,1,0
25/01/1987,1986-1987,Sevilla,Mallorca,2,1
25/01/1987,1986-1987,Valladolid,Barcelona,0,0
31/01/1987,1986-1987,Barcelona,Real Madrid,3,2
1/02/1987,1986-1987,Atlético de Madrid,Sabadell,1,1
1/02/1987,1986-1987,Betis,Las Palmas,3,1
1/02/1987,1986-1987,Cádiz,Sevilla,2,0
1/02/1987,1986-1987,Mallorca,Athletic Club,1,1
1/02/1987,1986-1987,Osasuna,Español,1,0
1/02/1987,1986-1987,Racing de Santander,Valladolid,0,0
1/02/1987,1986-1987,Real Sociedad,Murcia,1,1
1/02/1987,1986-1987,Zaragoza,Sporting de Gijón,1,1
7/02/1987,1986-1987,Las Palmas,Real Sociedad,0,1
8/02/1987,1986-1987,Athletic Club,Cádiz,0,0
8/02/1987,1986-1987,Español,Barcelona,1,1
8/02/1987,1986-1987,Sporting de Gijón,Betis,3,0
8/02/1987,1986-1987,Murcia,Osasuna,0,0
8/02/1987,1986-1987,Real Madrid,Racing de Santander,3,0
8/02/1987,1986-1987,Sevilla,Sabadell,0,1
8/02/1987,1986-1987,Valladolid,Mallorca,0,1
8/02/1987,1986-1987,Zaragoza,Atlético de Madrid,1,0
14/02/1987,1986-1987,Real Sociedad,Sporting de Gijón,2,1
15/02/1987,1986-1987,Atlético de Madrid,Sevilla,0,2
15/02/1987,1986-1987,Barcelona,Murcia,2,0
15/02/1987,1986-1987,Betis,Zaragoza,0,1
15/02/1987,1986-1987,Cádiz,Valladolid,1,1
15/02/1987,1986-1987,Mallorca,Real Madrid,1,0
15/02/1987,1986-1987,Osasuna,Las Palmas,2,1
15/02/1987,1986-1987,Racing de Santander,Español,1,3
15/02/1987,1986-1987,Sabadell,Athletic Club,0,0
21/02/1987,1986-1987,Betis,Atlético de Madrid,2,1
21/02/1987,1986-1987,Español,Mallorca,3,1
22/02/1987,1986-1987,Athletic Club,Sevilla,0,1
22/02/1987,1986-1987,Sporting de Gijón,Osasuna,3,0
22/02/1987,1986-1987,Las Palmas,Barcelona,0,0
22/02/1987,1986-1987,Murcia,Racing de Santander,2,1
22/02/1987,1986-1987,Real Madrid,Cádiz,2,1
22/02/1987,1986-1987,Valladolid,Sabadell,1,0
22/02/1987,1986-1987,Zaragoza,Real Sociedad,1,0
28/02/1987,1986-1987,Barcelona,Sporting de Gijón,0,4
28/02/1987,1986-1987,Cádiz,Español,0,2
28/02/1987,1986-1987,Osasuna,Zaragoza,1,0
1/03/1987,1986-1987,Atlético de Madrid,Athletic Club,2,0
1/03/1987,1986-1987,Mallorca,Murcia,1,0
1/03/1987,1986-1987,Racing de Santander,Las Palmas,1,0
1/03/1987,1986-1987,Real Sociedad,Betis,1,0
1/03/1987,1986-1987,Sabadell,Real Madrid,0,1
1/03/1987,1986-1987,Sevilla,Valladolid,2,1
7/03/1987,1986-1987,Real Sociedad,Atlético de Madrid,0,1
8/03/1987,1986-1987,Betis,Osasuna,0,0
8/03/1987,1986-1987,Español,Sabadell,3,1
8/03/1987,1986-1987,Sporting de Gijón,Racing de Santander,2,1
8/03/1987,1986-1987,Las Palmas,Mallorca,3,0
8/03/1987,1986-1987,Murcia,Cádiz,1,0
8/03/1987,1986-1987,Real Madrid,Sevilla,2,1
8/03/1987,1986-1987,Valladolid,Athletic Club,2,0
8/03/1987,1986-1987,Zaragoza,Barcelona,2,0
14/03/1987,1986-1987,Barcelona,Betis,2,0
14/03/1987,1986-1987,Mallorca,Sporting de Gijón,1,0
15/03/1987,1986-1987,Athletic Club,Real Madrid,1,2
15/03/1987,1986-1987,Atlético de Madrid,Valladolid,1,0
15/03/1987,1986-1987,Cádiz,Las Palmas,1,2
15/03/1987,1986-1987,Osasuna,Real Sociedad,1,3
15/03/1987,1986-1987,Racing de Santander,Zaragoza,1,2
15/03/1987,1986-1987,Sabadell,Murcia,1,0
15/03/1987,1986-1987,Sevilla,Español,1,0
21/03/1987,1986-1987,Español,Athletic Club,2,1
21/03/1987,1986-1987,Las Palmas,Sabadell,0,0
22/03/1987,1986-1987,Betis,Racing de Santander,2,0
22/03/1987,1986-1987,Sporting de Gijón,Cádiz,2,1
22/03/1987,1986-1987,Murcia,Sevilla,2,1
22/03/1987,1986-1987,Osasuna,Atlético de Madrid,0,2
22/03/1987,1986-1987,Real Sociedad,Barcelona,1,1
22/03/1987,1986-1987,Real Madrid,Valladolid,2,1
22/03/1987,1986-1987,Zaragoza,Mallorca,0,0
25/03/1987,1986-1987,Athletic Club,Murcia,2,0
25/03/1987,1986-1987,Barcelona,Osasuna,4,2
25/03/1987,1986-1987,Cádiz,Zaragoza,0,1
25/03/1987,1986-1987,Mallorca,Betis,3,1
25/03/1987,1986-1987,Racing de Santander,Real Sociedad,1,0
25/03/1987,1986-1987,Sabadell,Sporting de Gijón,0,0
25/03/1987,1986-1987,Sevilla,Las Palmas,1,0
25/03/1987,1986-1987,Valladolid,Español,1,0
26/03/1987,1986-1987,Real Madrid,Atlético de Madrid,4,1
4/04/1987,1986-1987,Español,Real Madrid,0,0
4/04/1987,1986-1987,Zaragoza,Sabadell,2,1
5/04/1987,1986-1987,Atlético de Madrid,Barcelona,0,4
5/04/1987,1986-1987,Betis,Cádiz,4,1
5/04/1987,1986-1987,Sporting de Gijón,Sevilla,3,1
5/04/1987,1986-1987,Las Palmas,Athletic Club,2,1
5/04/1987,1986-1987,Murcia,Valladolid,1,0
5/04/1987,1986-1987,Osasuna,Racing de Santander,2,0
5/04/1987,1986-1987,Real Sociedad,Mallorca,7,1
12/04/1987,1986-1987,Cádiz,Athletic Club,1,1
12/04/1987,1986-1987,Español,Sporting de Gijón,2,1
12/04/1987,1986-1987,Mallorca,Zaragoza,2,2
12/04/1987,1986-1987,Murcia,Atlético de Madrid,1,2
12/04/1987,1986-1987,Osasuna,Las Palmas,4,0
12/04/1987,1986-1987,Racing de Santander,Sabadell,4,0
12/04/1987,1986-1987,Real Sociedad,Betis,2,1
12/04/1987,1986-1987,Real Madrid,Barcelona,0,0
12/04/1987,1986-1987,Sevilla,Valladolid,1,2
18/04/1987,1986-1987,Sporting de Gijón,Real Madrid,0,1
18/04/1987,1986-1987,Zaragoza,Español,2,0
19/04/1987,1986-1987,Athletic Club,Racing de Santander,3,1
19/04/1987,1986-1987,Atlético de Madrid,Sevilla,2,0
19/04/1987,1986-1987,Barcelona,Mallorca,1,0
19/04/1987,1986-1987,Betis,Murcia,5,0
19/04/1987,1986-1987,Las Palmas,Cádiz,2,1
19/04/1987,1986-1987,Valladolid,Real Sociedad,0,1
19/06/1987,1986-1987,Sabadell,Osasuna,2,1
2/05/1987,1986-1987,Racing de Santander,Las Palmas,1,3
2/05/1987,1986-1987,Sabadell,Athletic Club,1,0
3/05/1987,1986-1987,Español,Barcelona,0,0
3/05/1987,1986-1987,Sporting de Gijón,Zaragoza,1,1
3/05/1987,1986-1987,Osasuna,Cádiz,3,2
3/05/1987,1986-1987,Real Sociedad,Murcia,2,1
3/05/1987,1986-1987,Real Madrid,Mallorca,3,0
3/05/1987,1986-1987,Sevilla,Betis,1,3
3/05/1987,1986-1987,Valladolid,Atlético de Madrid,1,1
9/05/1987,1986-1987,Barcelona,Sporting de Gijón,2,0
9/05/1987,1986-1987,Las Palmas,Sabadell,1,1
10/05/1987,1986-1987,Betis,Valladolid,3,2
10/05/1987,1986-1987,Cádiz,Racing de Santander,2,1
10/05/1987,1986-1987,Mallorca,Español,1,0
10/05/1987,1986-1987,Murcia,Sevilla,2,0
10/05/1987,1986-1987,Osasuna,Athletic Club,0,0
10/05/1987,1986-1987,Real Sociedad,Atlético de Madrid,2,1
10/05/1987,1986-1987,Real Madrid,Zaragoza,2,1
16/05/1987,1986-1987,Español,Real Madrid,2,3
16/05/1987,1986-1987,Valladolid,Murcia,2,0
17/05/1987,1986-1987,Athletic Club,Las Palmas,4,1
17/05/1987,1986-1987,Atlético de Madrid,Betis,3,2
17/05/1987,1986-1987,Sporting de Gijón,Mallorca,1,1
17/05/1987,1986-1987,Racing de Santander,Osasuna,1,1
17/05/1987,1986-1987,Sabadell,Cádiz,2,0
17/05/1987,1986-1987,Sevilla,Real Sociedad,1,1
17/05/1987,1986-1987,Zaragoza,Barcelona,2,1
23/05/1987,1986-1987,Barcelona,Real Madrid,2,1
24/05/1987,1986-1987,Athletic Club,Cádiz,1,0
24/05/1987,1986-1987,Atlético de Madrid,Murcia,4,2
24/05/1987,1986-1987,Betis,Real Sociedad,5,1
24/05/1987,1986-1987,Sporting de Gijón,Español,4,0
24/05/1987,1986-1987,Las Palmas,Osasuna,1,1
24/05/1987,1986-1987,Sabadell,Racing de Santander,1,0
24/05/1987,1986-1987,Valladolid,Sevilla,1,0
24/05/1987,1986-1987,Zaragoza,Mallorca,1,1
29/08/1987,1987-1988,Athletic Club,Mallorca,2,1
29/08/1987,1987-1988,Español,Celta de Vigo,0,1
29/08/1987,1987-1988,Sporting de Gijón,Valladolid,0,0
29/08/1987,1987-1988,Valencia,Logroñés,2,0
30/08/1987,1987-1988,Atlético de Madrid,Sabadell,1,0
30/08/1987,1987-1988,Cádiz,Real Madrid,0,4
30/08/1987,1987-1988,Las Palmas,Barcelona,1,2
30/08/1987,1987-1988,Osasuna,Murcia,1,0
30/08/1987,1987-1988,Sevilla,Betis,1,2
30/08/1987,1987-1988,Zaragoza,Real Sociedad,1,0
6/09/1987,1987-1988,Barcelona,Sevilla,1,2
6/09/1987,1987-1988,Betis,Español,3,1
6/09/1987,1987-1988,Celta de Vigo,Valencia,3,3
6/09/1987,1987-1988,Logroñés,Athletic Club,1,1
6/09/1987,1987-1988,Mallorca,Atlético de Madrid,1,1
6/09/1987,1987-1988,Murcia,Las Palmas,2,0
6/09/1987,1987-1988,Real Sociedad,Osasuna,0,0
6/09/1987,1987-1988,Real Madrid,Sporting de Gijón,7,0
6/09/1987,1987-1988,Sabadell,Cádiz,0,1
6/09/1987,1987-1988,Valladolid,Zaragoza,1,1
12/09/1987,1987-1988,Cádiz,Sporting de Gijón,2,0
12/09/1987,1987-1988,Español,Barcelona,2,0
12/09/1987,1987-1988,Las Palmas,Real Sociedad,3,2
12/09/1987,1987-1988,Valencia,Betis,1,0
12/09/1987,1987-1988,Zaragoza,Real Madrid,1,7
13/09/1987,1987-1988,Athletic Club,Celta de Vigo,1,0
13/09/1987,1987-1988,Atlético de Madrid,Logroñés,3,0
13/09/1987,1987-1988,Osasuna,Valladolid,4,1
13/09/1987,1987-1988,Sabadell,Mallorca,2,0
13/09/1987,1987-1988,Sevilla,Murcia,1,2
19/09/1987,1987-1988,Logroñés,Sabadell,1,1
19/09/1987,1987-1988,Valladolid,Las Palmas,0,0
20/09/1987,1987-1988,Barcelona,Valencia,0,1
20/09/1987,1987-1988,Betis,Athletic Club,0,0
20/09/1987,1987-1988,Celta de Vigo,Atlético de Madrid,1,0
20/09/1987,1987-1988,Sporting de Gijón,Zaragoza,2,1
20/09/1987,1987-1988,Mallorca,Cádiz,1,4
20/09/1987,1987-1988,Murcia,Español,0,1
20/09/1987,1987-1988,Real Sociedad,Sevilla,0,1
20/09/1987,1987-1988,Real Madrid,Osasuna,3,0
26/09/1987,1987-1988,Athletic Club,Barcelona,1,0
26/09/1987,1987-1988,Español,Real Sociedad,0,4
26/09/1987,1987-1988,Las Palmas,Real Madrid,0,2
27/09/1987,1987-1988,Atlético de Madrid,Betis,1,0
27/09/1987,1987-1988,Cádiz,Zaragoza,0,2
27/09/1987,1987-1988,Mallorca,Logroñés,4,0
27/09/1987,1987-1988,Osasuna,Sporting de Gijón,0,0
27/09/1987,1987-1988,Sabadell,Celta de Vigo,0,0
27/09/1987,1987-1988,Sevilla,Valladolid,1,0
27/09/1987,1987-1988,Valencia,Murcia,2,0
3/10/1987,1987-1988,Barcelona,Atlético de Madrid,1,2
4/10/1987,1987-1988,Betis,Sabadell,6,0
4/10/1987,1987-1988,Celta de Vigo,Mallorca,1,1
4/10/1987,1987-1988,Sporting de Gijón,Las Palmas,4,1
4/10/1987,1987-1988,Logroñés,Cádiz,1,2
4/10/1987,1987-1988,Murcia,Athletic Club,2,3
4/10/1987,1987-1988,Real Sociedad,Valencia,3,0
4/10/1987,1987-1988,Real Madrid,Sevilla,3,1
4/10/1987,1987-1988,Valladolid,Español,1,0
4/10/1987,1987-1988,Zaragoza,Osasuna,1,0
17/10/1987,1987-1988,Athletic Club,Real Sociedad,1,4
17/10/1987,1987-1988,Español,Real Madrid,0,2
17/10/1987,1987-1988,Las Palmas,Zaragoza,2,1
18/10/1987,1987-1988,Atlético de Madrid,Murcia,1,0
18/10/1987,1987-1988,Cádiz,Osasuna,1,1
18/10/1987,1987-1988,Logroñés,Celta de Vigo,0,0
18/10/1987,1987-1988,Mallorca,Betis,3,1
18/10/1987,1987-1988,Sabadell,Barcelona,0,1
18/10/1987,1987-1988,Sevilla,Sporting de Gijón,2,0
18/10/1987,1987-1988,Valencia,Valladolid,0,1
24/10/1987,1987-1988,Valladolid,Athletic Club,1,0
25/10/1987,1987-1988,Barcelona,Mallorca,2,2
25/10/1987,1987-1988,Betis,Logroñés,1,1
25/10/1987,1987-1988,Celta de Vigo,Cádiz,4,1
25/10/1987,1987-1988,Sporting de Gijón,Español,1,2
25/10/1987,1987-1988,Murcia,Sabadell,2,0
25/10/1987,1987-1988,Osasuna,Las Palmas,2,1
25/10/1987,1987-1988,Real Sociedad,Atlético de Madrid,0,0
25/10/1987,1987-1988,Real Madrid,Valencia,4,0
25/10/1987,1987-1988,Zaragoza,Sevilla,8,1
31/10/1987,1987-1988,Athletic Club,Real Madrid,0,0
31/10/1987,1987-1988,Celta de Vigo,Betis,2,0
31/10/1987,1987-1988,Español,Zaragoza,2,1
1/11/1987,1987-1988,Atlético de Madrid,Valladolid,3,0
1/11/1987,1987-1988,Cádiz,Las Palmas,2,0
1/11/1987,1987-1988,Logroñés,Barcelona,0,1
1/11/1987,1987-1988,Mallorca,Murcia,3,3
1/11/1987,1987-1988,Sabadell,Real Sociedad,0,2
1/11/1987,1987-1988,Sevilla,Osasuna,0,2
1/11/1987,1987-1988,Valencia,Sporting de Gijón,1,1
7/11/1987,1987-1988,Real Madrid,Atlético de Madrid,0,4
8/11/1987,1987-1988,Barcelona,Celta de Vigo,2,0
8/11/1987,1987-1988,Betis,Cádiz,3,2
8/11/1987,1987-1988,Sporting de Gijón,Athletic Club,2,2
8/11/1987,1987-1988,Las Palmas,Sevilla,1,2
8/11/1987,1987-1988,Murcia,Logroñés,2,3
8/11/1987,1987-1988,Osasuna,Español,0,0
8/11/1987,1987-1988,Real Sociedad,Mallorca,1,0
8/11/1987,1987-1988,Valladolid,Sabadell,0,0
8/11/1987,1987-1988,Zaragoza,Valencia,2,2
21/11/1987,1987-1988,Betis,Barcelona,1,2
21/11/1987,1987-1988,Español,Las Palmas,1,2
22/11/1987,1987-1988,Athletic Club,Zaragoza,2,2
22/11/1987,1987-1988,Atlético de Madrid,Sporting de Gijón,1,2
22/11/1987,1987-1988,Cádiz,Sevilla,1,0
22/11/1987,1987-1988,Celta de Vigo,Murcia,2,0
22/11/1987,1987-1988,Logroñés,Real Sociedad,1,1
22/11/1987,1987-1988,Mallorca,Valladolid,0,2
22/11/1987,1987-1988,Sabadell,Real Madrid,0,2
22/11/1987,1987-1988,Valencia,Osasuna,1,0
28/11/1987,1987-1988,Zaragoza,Atlético de Madrid,2,2
29/11/1987,1987-1988,Barcelona,Cádiz,3,1
29/11/1987,1987-1988,Sporting de Gijón,Sabadell,3,0
29/11/1987,1987-1988,Las Palmas,Valencia,2,1
29/11/1987,1987-1988,Murcia,Betis,2,0
29/11/1987,1987-1988,Osasuna,Athletic Club,3,1
29/11/1987,1987-1988,Real Sociedad,Celta de Vigo,3,2
29/11/1987,1987-1988,Real Madrid,Mallorca,3,1
29/11/1987,1987-1988,Sevilla,Español,2,2
29/11/1987,1987-1988,Valladolid,Logroñés,1,0
5/12/1987,1987-1988,Cádiz,Español,1,1
6/12/1987,1987-1988,Athletic Club,Las Palmas,4,1
6/12/1987,1987-1988,Atlético de Madrid,Osasuna,3,1
6/12/1987,1987-1988,Barcelona,Murcia,4,1
6/12/1987,1987-1988,Betis,Real Sociedad,1,3
6/12/1987,1987-1988,Celta de Vigo,Valladolid,1,1
6/12/1987,1987-1988,Logroñés,Real Madrid,1,3
6/12/1987,1987-1988,Mallorca,Sporting de Gijón,2,0
6/12/1987,1987-1988,Sabadell,Zaragoza,1,2
6/12/1987,1987-1988,Valencia,Sevilla,1,1
12/12/1987,1987-1988,Real Sociedad,Barcelona,4,1
13/12/1987,1987-1988,Español,Valencia,3,1
13/12/1987,1987-1988,Sporting de Gijón,Logroñés,1,0
13/12/1987,1987-1988,Las Palmas,Atlético de Madrid,0,3
13/12/1987,1987-1988,Murcia,Cádiz,0,0
13/12/1987,1987-1988,Osasuna,Sabadell,0,0
13/12/1987,1987-1988,Real Madrid,Celta de Vigo,2,0
13/12/1987,1987-1988,Sevilla,Athletic Club,1,1
13/12/1987,1987-1988,Valladolid,Betis,1,0
13/12/1987,1987-1988,Zaragoza,Mallorca,1,0
20/12/1987,1987-1988,Athletic Club,Español,2,0
20/12/1987,1987-1988,Atlético de Madrid,Sevilla,0,1
20/12/1987,1987-1988,Barcelona,Valladolid,2,4
20/12/1987,1987-1988,Betis,Real Madrid,2,1
20/12/1987,1987-1988,Cádiz,Valencia,2,0
20/12/1987,1987-1988,Celta de Vigo,Sporting de Gijón,1,3
20/12/1987,1987-1988,Logroñés,Zaragoza,2,1
20/12/1987,1987-1988,Mallorca,Osasuna,2,1
20/12/1987,1987-1988,Murcia,Real Sociedad,1,2
20/12/1987,1987-1988,Sabadell,Las Palmas,2,1
2/01/1988,1987-1988,Real Madrid,Barcelona,2,1
3/01/1988,1987-1988,Español,Atlético de Madrid,0,2
3/01/1988,1987-1988,Sporting de Gijón,Betis,1,0
3/01/1988,1987-1988,Las Palmas,Mallorca,1,2
3/01/1988,1987-1988,Osasuna,Logroñés,2,0
3/01/1988,1987-1988,Real Sociedad,Cádiz,2,1
3/01/1988,1987-1988,Sevilla,Sabadell,2,0
3/01/1988,1987-1988,Valencia,Athletic Club,1,2
3/01/1988,1987-1988,Valladolid,Murcia,1,0
3/01/1988,1987-1988,Zaragoza,Celta de Vigo,1,1
9/01/1988,1987-1988,Barcelona,Sporting de Gijón,1,0
10/01/1988,1987-1988,Atlético de Madrid,Valencia,2,1
10/01/1988,1987-1988,Betis,Zaragoza,1,0
10/01/1988,1987-1988,Cádiz,Athletic Club,0,0
10/01/1988,1987-1988,Celta de Vigo,Osasuna,1,0
10/01/1988,1987-1988,Logroñés,Las Palmas,1,1
10/01/1988,1987-1988,Mallorca,Sevilla,1,0
10/01/1988,1987-1988,Murcia,Real Madrid,1,1
10/01/1988,1987-1988,Real Sociedad,Valladolid,1,0
10/01/1988,1987-1988,Sabadell,Español,2,2
16/01/1988,1987-1988,Las Palmas,Celta de Vigo,2,0
16/01/1988,1987-1988,Real Madrid,Real Sociedad,1,0
17/01/1988,1987-1988,Athletic Club,Atlético de Madrid,5,1
17/01/1988,1987-1988,Cádiz,Valladolid,1,0
17/01/1988,1987-1988,Español,Mallorca,3,0
17/01/1988,1987-1988,Sporting de Gijón,Murcia,1,1
17/01/1988,1987-1988,Osasuna,Betis,1,0
17/01/1988,1987-1988,Sevilla,Logroñés,2,0
17/01/1988,1987-1988,Valencia,Sabadell,2,1
17/01/1988,1987-1988,Zaragoza,Barcelona,1,1
23/01/1988,1987-1988,Sabadell,Athletic Club,3,1
24/01/1988,1987-1988,Atlético de Madrid,Cádiz,2,1
24/01/1988,1987-1988,Barcelona,Osasuna,0,1
24/01/1988,1987-1988,Betis,Las Palmas,1,1
24/01/1988,1987-1988,Celta de Vigo,Sevilla,2,0
24/01/1988,1987-1988,Logroñés,Español,2,1
24/01/1988,1987-1988,Mallorca,Valencia,2,3
24/01/1988,1987-1988,Murcia,Zaragoza,1,1
24/01/1988,1987-1988,Real Sociedad,Sporting de Gijón,3,0
24/01/1988,1987-1988,Valladolid,Real Madrid,0,2
30/01/1988,1987-1988,Betis,Sevilla,0,1
31/01/1988,1987-1988,Barcelona,Las Palmas,1,1
31/01/1988,1987-1988,Celta de Vigo,Español,3,0
31/01/1988,1987-1988,Logroñés,Valencia,2,1
31/01/1988,1987-1988,Mallorca,Athletic Club,0,1
31/01/1988,1987-1988,Murcia,Osasuna,1,0
31/01/1988,1987-1988,Real Madrid,Cádiz,4,0
31/01/1988,1987-1988,Sabadell,Atlético de Madrid,1,1
31/01/1988,1987-1988,Valladolid,Sporting de Gijón,2,0
13/04/1988,1987-1988,Real Sociedad,Zaragoza,2,1
6/02/1988,1987-1988,Las Palmas,Murcia,1,0
6/02/1988,1987-1988,Osasuna,Real Sociedad,1,2
7/02/1988,1987-1988,Athletic Club,Logroñés,1,0
7/02/1988,1987-1988,Atlético de Madrid,Mallorca,7,0
7/02/1988,1987-1988,Cádiz,Sabadell,3,2
7/02/1988,1987-1988,Español,Betis,4,1
7/02/1988,1987-1988,Sporting de Gijón,Real Madrid,1,2
7/02/1988,1987-1988,Sevilla,Barcelona,1,1
7/02/1988,1987-1988,Valencia,Celta de Vigo,2,0
7/02/1988,1987-1988,Zaragoza,Valladolid,1,1
10/02/1988,1987-1988,Barcelona,Español,3,2
10/02/1988,1987-1988,Betis,Valencia,2,0
10/02/1988,1987-1988,Celta de Vigo,Athletic Club,2,1
10/02/1988,1987-1988,Sporting de Gijón,Cádiz,3,0
10/02/1988,1987-1988,Logroñés,Atlético de Madrid,0,2
10/02/1988,1987-1988,Murcia,Sevilla,1,0
10/02/1988,1987-1988,Real Sociedad,Las Palmas,3,2
10/02/1988,1987-1988,Real Madrid,Zaragoza,2,1
10/02/1988,1987-1988,Valladolid,Osasuna,3,0
17/02/1988,1987-1988,Mallorca,Sabadell,2,0
13/02/1988,1987-1988,Osasuna,Real Madrid,2,1
14/02/1988,1987-1988,Athletic Club,Betis,2,0
14/02/1988,1987-1988,Atlético de Madrid,Celta de Vigo,2,1
14/02/1988,1987-1988,Cádiz,Mallorca,0,0
14/02/1988,1987-1988,Español,Murcia,1,0
14/02/1988,1987-1988,Las Palmas,Valladolid,4,0
14/02/1988,1987-1988,Sabadell,Logroñés,0,1
14/02/1988,1987-1988,Sevilla,Real Sociedad,1,0
14/02/1988,1987-1988,Valencia,Barcelona,1,1
14/02/1988,1987-1988,Zaragoza,Sporting de Gijón,2,0
20/02/1988,1987-1988,Barcelona,Athletic Club,1,2
21/02/1988,1987-1988,Betis,Atlético de Madrid,1,1
21/02/1988,1987-1988,Celta de Vigo,Sabadell,2,0
21/02/1988,1987-1988,Sporting de Gijón,Osasuna,1,0
21/02/1988,1987-1988,Logroñés,Mallorca,1,0
21/02/1988,1987-1988,Murcia,Valencia,0,0
21/02/1988,1987-1988,Real Sociedad,Español,1,0
21/02/1988,1987-1988,Real Madrid,Las Palmas,5,0
21/02/1988,1987-1988,Valladolid,Sevilla,0,0
21/02/1988,1987-1988,Zaragoza,Cádiz,1,1
27/02/1988,1987-1988,Atlético de Madrid,Barcelona,0,2
27/02/1988,1987-1988,Español,Valladolid,4,2
27/02/1988,1987-1988,Sevilla,Real Madrid,1,1
28/02/1988,1987-1988,Athletic Club,Murcia,1,2
28/02/1988,1987-1988,Cádiz,Logroñés,0,0
28/02/1988,1987-1988,Las Palmas,Sporting de Gijón,5,2
28/02/1988,1987-1988,Mallorca,Celta de Vigo,0,0
28/02/1988,1987-1988,Osasuna,Zaragoza,4,1
28/02/1988,1987-1988,Sabadell,Betis,2,1
28/02/1988,1987-1988,Valencia,Real Sociedad,0,1
5/03/1988,1987-1988,Real Sociedad,Athletic Club,0,1
6/03/1988,1987-1988,Barcelona,Sabadell,0,0
6/03/1988,1987-1988,Betis,Mallorca,1,0
6/03/1988,1987-1988,Celta de Vigo,Logroñés,0,0
6/03/1988,1987-1988,Sporting de Gijón,Sevilla,0,0
6/03/1988,1987-1988,Murcia,Atlético de Madrid,0,0
6/03/1988,1987-1988,Osasuna,Cádiz,1,1
6/03/1988,1987-1988,Real Madrid,Español,2,0
6/03/1988,1987-1988,Valladolid,Valencia,2,1
6/03/1988,1987-1988,Zaragoza,Las Palmas,1,3
9/03/1988,1987-1988,Athletic Club,Valladolid,1,0
9/03/1988,1987-1988,Cádiz,Celta de Vigo,1,2
9/03/1988,1987-1988,Español,Sporting de Gijón,1,3
9/03/1988,1987-1988,Las Palmas,Osasuna,0,2
9/03/1988,1987-1988,Logroñés,Betis,2,0
9/03/1988,1987-1988,Mallorca,Barcelona,1,0
9/03/1988,1987-1988,Sabadell,Murcia,0,0
9/03/1988,1987-1988,Sevilla,Zaragoza,1,1
9/03/1988,1987-1988,Valencia,Real Madrid,1,1
10/03/1988,1987-1988,Atlético de Madrid,Real Sociedad,0,2
12/03/1988,1987-1988,Barcelona,Logroñés,2,1
12/03/1988,1987-1988,Real Madrid,Athletic Club,5,0
12/03/1988,1987-1988,Zaragoza,Español,1,1
13/03/1988,1987-1988,Betis,Celta de Vigo,3,1
13/03/1988,1987-1988,Sporting de Gijón,Valencia,2,2
13/03/1988,1987-1988,Las Palmas,Cádiz,1,0
13/03/1988,1987-1988,Murcia,Mallorca,0,0
13/03/1988,1987-1988,Osasuna,Sevilla,1,3
13/03/1988,1987-1988,Real Sociedad,Sabadell,1,0
13/03/1988,1987-1988,Valladolid,Atlético de Madrid,0,0
20/03/1988,1987-1988,Athletic Club,Sporting de Gijón,1,1
20/03/1988,1987-1988,Atlético de Madrid,Real Madrid,1,3
20/03/1988,1987-1988,Cádiz,Betis,4,1
20/03/1988,1987-1988,Celta de Vigo,Barcelona,3,1
20/03/1988,1987-1988,Español,Osasuna,0,0
20/03/1988,1987-1988,Logroñés,Murcia,1,0
20/03/1988,1987-1988,Mallorca,Real Sociedad,1,1
20/03/1988,1987-1988,Sabadell,Valladolid,0,0
20/03/1988,1987-1988,Sevilla,Las Palmas,4,0
20/03/1988,1987-1988,Valencia,Zaragoza,1,3
